Date,Close/Last,Volume,Open,High,Low
01/21/2021,2.5473,N/A,2.7219,2.575,2.4356
01/20/2021,2.7427,N/A,2.7574,2.7824,2.7154
01/19/2021,2.7589,N/A,2.8009,2.8228,2.7229
01/18/2021,2.8141,N/A,2.716,2.8477,2.7906
01/17/2021,2.7097,N/A,2.7647,2.7798,2.7027
01/16/2021,2.7775,N/A,2.7597,2.8014,2.7361
01/15/2021,2.7584,N/A,2.7566,2.7858,2.7208
01/14/2021,2.7659,N/A,2.7321,2.8436,2.7557
01/13/2021,2.7293,N/A,2.6413,2.8036,2.6971
01/12/2021,2.6352,N/A,2.7012,2.6844,2.5282
01/11/2021,2.6901,N/A,2.7712,2.726,2.6036
01/10/2021,2.7679,N/A,3.7626,3.0676,2.5901
01/09/2021,3.7381,N/A,3.1225,3.8463,3.6117
01/08/2021,3.1178,N/A,3.058,3.1411,3.024
01/07/2021,3.0504,N/A,3.3602,3.2377,2.9014
01/06/2021,3.365,N/A,2.8998,3.4472,3.3081
01/05/2021,2.8929,N/A,2.7539,2.9335,2.8481
01/04/2021,2.7767,N/A,2.984,2.8877,2.7215
01/03/2021,2.9523,N/A,2.5952,3.0453,2.7826
01/02/2021,2.5897,N/A,2.6117,2.6428,2.5784
01/01/2021,2.6079,N/A,2.6379,2.6482,2.5646
12/31/2020,2.6414,N/A,2.6023,2.6684,2.5686
12/30/2020,2.6053,N/A,2.5835,2.6485,2.5712
12/29/2020,2.5808,N/A,2.6618,2.671,2.5629
12/28/2020,2.6582,N/A,2.7056,2.7925,2.6225
12/27/2020,2.7102,N/A,2.6433,2.7816,2.6874
12/26/2020,2.6426,N/A,2.6472,2.685,2.5867
12/25/2020,2.6592,N/A,2.6175,2.6956,2.6256
12/24/2020,2.624,N/A,2.4005,2.6846,2.5941
12/23/2020,2.397,N/A,2.8094,2.4503,2.2539
12/22/2020,2.8261,N/A,2.9129,2.9139,2.8231
12/21/2020,2.911,N/A,3.2136,2.9519,2.8788
12/20/2020,3.2155,N/A,3.0339,3.2776,3.101
12/19/2020,3.0341,N/A,3.0872,3.0567,3.0045
12/18/2020,3.0903,N/A,3.0518,3.1052,3.0391
12/17/2020,3.0586,N/A,3.084,3.1092,2.9851
12/16/2020,3.0869,N/A,2.8319,3.1474,3.072
12/15/2020,2.8359,N/A,2.858,2.8652,2.818
12/14/2020,2.8391,N/A,2.8332,2.8776,2.8386
12/13/2020,2.8117,N/A,2.7552,2.8533,2.8088
12/12/2020,2.7621,N/A,2.755,2.7797,2.7518
12/11/2020,2.7638,N/A,2.6907,2.7656,2.6816
12/10/2020,2.6893,N/A,2.7868,2.7482,2.6587
12/09/2020,2.7915,N/A,2.7706,2.8137,2.7727
12/08/2020,2.777,N/A,2.9492,2.8103,2.7457
12/07/2020,2.9497,N/A,2.9796,2.9574,2.9377
12/06/2020,2.9863,N/A,2.9893,3.0012,2.9575
12/05/2020,2.9982,N/A,2.8849,3.0353,2.9806
12/04/2020,2.9036,N/A,3.0427,2.9106,2.8222
12/03/2020,3.0435,N/A,3.04,3.0916,3.0189
12/02/2020,3.0411,N/A,3.0024,3.0979,3.0344
12/01/2020,3.0024,N/A,3.2588,3.0592,2.9622
11/30/2020,3.2692,N/A,3.0849,3.3391,3.2373
11/29/2020,3.0837,N/A,2.96,3.1362,3.0312
11/28/2020,2.9684,N/A,2.8569,3.0044,2.9047
11/27/2020,2.8451,N/A,2.9461,2.9415,2.8351
11/26/2020,2.9499,N/A,3.1458,3.0291,2.8936
11/25/2020,3.1334,N/A,3.3824,3.5262,2.958
11/24/2020,3.4388,N/A,3.628,3.6488,3.4057
11/23/2020,3.6279,N/A,3.0927,3.6337,3.335
11/22/2020,3.0937,N/A,3.1257,3.1403,2.996
11/21/2020,3.1374,N/A,2.7492,3.2977,3.0474
11/20/2020,2.7581,N/A,2.68,2.8577,2.7051
11/19/2020,2.6815,N/A,2.6006,2.6982,2.633
11/18/2020,2.6029,N/A,2.7004,2.6425,2.5959
11/17/2020,2.6946,N/A,2.6783,2.7294,2.6566
11/16/2020,2.6814,N/A,2.5035,2.7015,2.5739
11/15/2020,2.5007,N/A,2.5283,2.5065,2.4848
11/14/2020,2.5283,N/A,2.5602,2.5467,2.5173
11/13/2020,2.5589,N/A,2.4809,2.6088,2.552
11/12/2020,2.4834,N/A,2.4877,2.4924,2.4567
11/11/2020,2.4866,N/A,2.5079,2.4989,2.4569
11/10/2020,2.508,N/A,2.5027,2.5305,2.4967
11/09/2020,2.5083,N/A,2.5179,2.5088,2.4842
11/08/2020,2.5212,N/A,2.5015,2.5581,2.5087
11/07/2020,2.5096,N/A,2.5729,2.5215,2.4851
11/06/2020,2.5732,N/A,2.4717,2.6043,2.5317
11/05/2020,2.4747,N/A,2.3925,2.5151,2.4378
11/04/2020,2.3981,N/A,2.3544,2.4188,2.3482
11/03/2020,2.3584,N/A,2.2956,2.3664,2.3285
11/02/2020,2.2937,N/A,2.5018,2.4419,2.2508
11/01/2020,2.4974,N/A,2.5097,2.5447,2.4903
10/31/2020,2.5029,N/A,2.5053,2.5394,2.5026
10/30/2020,2.5041,N/A,2.6119,2.5187,2.4963
10/29/2020,2.6155,N/A,2.6613,2.6469,2.615
10/28/2020,2.6617,N/A,2.6676,2.6716,2.6436
10/27/2020,2.6662,N/A,2.634,2.6874,2.6569
10/26/2020,2.6378,N/A,2.7227,2.6499,2.6265
10/25/2020,2.7237,N/A,2.6615,2.7491,2.6956
10/24/2020,2.6592,N/A,2.6339,2.6629,2.6448
10/23/2020,2.6356,N/A,2.6685,2.6459,2.6273
10/22/2020,2.6692,N/A,2.6367,2.6801,2.6461
10/21/2020,2.6411,N/A,2.561,2.6757,2.6055
10/20/2020,2.5648,N/A,2.5788,2.5748,2.5206
10/19/2020,2.5849,N/A,2.5274,2.5856,2.5703
10/18/2020,2.529,N/A,2.5228,2.5522,2.5235
10/17/2020,2.5221,N/A,2.5387,2.5337,2.5185
10/16/2020,2.5373,N/A,2.6016,2.5417,2.5254
10/15/2020,2.5988,N/A,2.5994,2.6103,2.5908
10/14/2020,2.6005,N/A,2.6334,2.6099,2.5962
10/13/2020,2.6411,N/A,2.6422,2.6515,2.6332
10/12/2020,2.6463,N/A,2.6545,2.6586,2.6334
10/11/2020,2.6564,N/A,2.6485,2.661,2.6467
10/10/2020,2.6479,N/A,2.6943,2.6615,2.6344
10/09/2020,2.7024,N/A,2.6114,2.7189,2.6391
10/08/2020,2.6163,N/A,2.6374,2.6201,2.5815
10/07/2020,2.6422,N/A,2.6484,2.651,2.6213
10/06/2020,2.6552,N/A,2.5263,2.6972,2.595
10/05/2020,2.527,N/A,2.5163,2.5344,2.5195
10/04/2020,2.5193,N/A,2.4748,2.5374,2.5146
10/03/2020,2.4737,N/A,2.4844,2.4871,2.4651
10/02/2020,2.4835,N/A,2.5373,2.4856,2.4689
10/01/2020,2.5418,N/A,2.5873,2.5461,2.5327
09/30/2020,2.5812,N/A,2.5827,2.5958,2.5757
09/29/2020,2.5801,N/A,2.5699,2.6004,2.5765
09/28/2020,2.5722,N/A,2.6013,2.5815,2.5539
09/27/2020,2.5998,N/A,2.5882,2.6109,2.5856
09/26/2020,2.588,N/A,2.5573,2.5943,2.5642
09/25/2020,2.5583,N/A,2.5269,2.573,2.5422
09/24/2020,2.5228,N/A,2.4573,2.5425,2.5221
