Date,Close/Last,Volume,Open,High,Low
12/19/2020,0.32551,N/A,0.32866,0.34055,0.32321
12/18/2020,0.32901,N/A,0.3241,0.32965,0.32233
12/17/2020,0.3248,N/A,0.32397,0.32568,0.31325
12/16/2020,0.32493,N/A,0.29823,0.33294,0.3227
12/15/2020,0.29882,N/A,0.29785,0.30442,0.29616
12/14/2020,0.30111,N/A,0.30123,0.30389,0.30086
12/13/2020,0.30041,N/A,0.28781,0.30214,0.29598
12/12/2020,0.28824,N/A,0.28764,0.29102,0.28586
12/11/2020,0.28754,N/A,0.27666,0.28754,0.2735
12/10/2020,0.27678,N/A,0.30445,0.28423,0.2733
12/09/2020,0.30445,N/A,0.29625,0.30924,0.30284
12/08/2020,0.29705,N/A,0.32199,0.29945,0.29422
12/07/2020,0.32174,N/A,0.33443,0.32334,0.31723
12/06/2020,0.33375,N/A,0.338,0.33774,0.33288
12/05/2020,0.33815,N/A,0.3322,0.34516,0.33735
12/04/2020,0.3331,N/A,0.34238,0.334,0.31891
12/03/2020,0.34149,N/A,0.34392,0.35049,0.33765
12/02/2020,0.34458,N/A,0.32366,0.34932,0.34057
12/01/2020,0.32376,N/A,0.34253,0.33246,0.3212
11/30/2020,0.34395,N/A,0.3443,0.35273,0.34188
11/29/2020,0.34384,N/A,0.34254,0.34932,0.34253
11/28/2020,0.34491,N/A,0.30987,0.34836,0.32719
11/27/2020,0.30801,N/A,0.31376,0.32077,0.30736
11/26/2020,0.31433,N/A,0.30856,0.31882,0.30022
11/25/2020,0.30587,N/A,0.35787,0.35965,0.30038
11/24/2020,0.36266,N/A,0.36755,0.4028,0.36233
11/23/2020,0.36536,N/A,0.3238,0.36701,0.35127
11/22/2020,0.32612,N/A,0.30656,0.32715,0.31295
11/21/2020,0.30635,N/A,0.27258,0.33729,0.30231
11/20/2020,0.2712,N/A,0.25514,0.27433,0.26548
11/19/2020,0.25543,N/A,0.25518,0.25576,0.25157
11/18/2020,0.25495,N/A,0.26463,0.25666,0.25362
11/17/2020,0.26342,N/A,0.26115,0.26783,0.262
11/16/2020,0.25973,N/A,0.24946,0.25986,0.25262
11/15/2020,0.25071,N/A,0.25048,0.25112,0.24769
11/14/2020,0.2502,N/A,0.25527,0.25316,0.24992
11/13/2020,0.25486,N/A,0.2502,0.25776,0.25415
